key	verdict	reason	licence	regions	diacritics	file	text
File:Donji Svilaj village sign.JPG	keep		CC BY-SA	2	0	Donji_Svilaj_village_sign.JPG	Donji Svilajl | 50
File:Gospodska ulica 22.JPG	drop	only 0 confident region(s)	CC BY-SA	0	0	Gospodska_ulica_22.JPG	
File:Tuzla Street, Bosnia.jpg	drop	only 0 confident region(s)	CC BY	0	0	Tuzla_Street_Bosnia.jpg	
File:Caritas Mostar Street Sign.jpg	keep		CC0	4	0	Caritas_Mostar_Street_Sign.jpg	Caritas | NAZARET | SVETA | Mostar
File:Sarajevo Tram-240 Line-5 2011-10-20 (8).jpg	drop	only 0 confident region(s)	CC BY-SA	0	0	Sarajevo_Tram-240_Line-5_2011-10-20_8_.jpg	
File:Plaque on the summit of Maglič (3887464262).jpg	drop	only 0 confident region(s)	CC BY	0	0	Plaque_on_the_summit_of_Maglič_3887464262_.jpg	
File:Tuzla - Trg slobode - Fire hydrant (2019).jpg	drop	only 0 confident region(s)	CC BY-SA	0	0	Tuzla_-_Trg_slobode_-_Fire_hydrant_2019_.jpg	
File:Tuzla - SDA Party building plaques (2019).jpg	keep		CC BY-SA	5	0	Tuzla_-_SDA_Party_building_plaques_2019_.jpg	SDA | GradskiodborTuzla | MERHAMET | REGIONALNIODBORTUZLA | 18
File:Sarajevo-Street-Juice-Vendor (15548440052).jpg	drop	only 0 confident region(s)	CC BY-SA	0	0	Sarajevo-Street-Juice-Vendor_15548440052_.jpg	
File:Ulica-Stjepana Radića-ŠB03110.JPG	drop	only 1 confident region(s)	CC BY-SA	1	0	Ulica-Stjepana_Radića-ŠB03110.JPG	P
File:Sarajevo Bascarsija 2011-10-28 (2).jpg	keep		CC BY-SA	2	0	Sarajevo_Bascarsija_2011-10-28_2_.jpg	1001starogradskibiser | incisi
File:Robna kuca u Boriku (supermarket) Banja Luka.jpg	drop	only 0 confident region(s)	CC0	0	0	Robna_kuca_u_Boriku_supermarket_Banja_Luka.jpg	
File:Bosnia and Herzegovina WV banner.jpg	drop	only 0 confident region(s)	CC BY	0	0	Bosnia_and_Herzegovina_WV_banner.jpg	
File:Street with bullet holes in Sarajevo 02.jpg	drop	no region with 3+ letters	CC BY-SA	2	0	Street_with_bullet_holes_in_Sarajevo_02.jpg	5 | O
File:Trg-kralja-tomislav-livno00686.JPG	drop	only 1 confident region(s)	CC BY-SA	1	0	Trg-kralja-tomislav-livno00686.JPG	vacko
File:Gospodska ulica 18.JPG	drop	only 1 confident region(s)	CC BY-SA	1	0	Gospodska_ulica_18.JPG	peciva
File:Mis Irbina Street in Sarajevo 04.jpg	drop	only 0 confident region(s)	CC BY-SA	0	0	Mis_Irbina_Street_in_Sarajevo_04.jpg	
File:Natpis na zgradi opštine, Bijeljina.jpg	drop	only 1 confident region(s)	CC BY-SA	1	0	Natpis_na_zgradi_opštine_Bijeljina.jpg	ABESZCT2008
File:Mostar shops.JPG	drop	only 0 confident region(s)	CC BY-SA	0	0	Mostar_shops.JPG	
File:Brčko banner.jpg	drop	only 0 confident region(s)	CC BY-SA	0	0	Brčko_banner.jpg	
File:Information board in Jajce.jpg	keep		CC BY-SA	26	7	Information_board_in_Jajce.jpg	OMER-BEGOVAKUĆA | OMER-BEYHOUSE | HAEIZADIĆAČESMA | HAFIZADIĆFOUNTAIN | Historicmonument | prdignut | 1452. | TheOmer-hey | godine | kupila | begove | Enterijergka | Česmnu | Seid | Vilića | Vilii | which | navionalnih | the | Omerbegova | kuću | Crapa | the | MM | researeh | monument
File:Sarajevo bus station.jpg	drop	only 1 confident region(s)	CC BY	1	1	Sarajevo_bus_station.jpg	DŽ
File:Putokaz21.jpg	keep		CC BY-SA	5	3	Putokaz21.jpg	Capajebo | KotorVaroš | Sarajevo | Čelinac | Građiska
File:Old shops on Baščaršija - panoramio.jpg	drop	only 0 confident region(s)	CC BY	0	0	Old_shops_on_Baščaršija_-_panoramio.jpg	
File:Gavrilo princip memorial plaque 2009 edit1.jpg	keep		CC BY	9	0	Gavrilo_princip_memorial_plaque_2009_edit1.jpg	SAOVOGMJESTA28.JUNA1914.GODINE | NA | AUSTROUGARSKOGPRESTOLONASLJEDNIK.A | FRANCAFERDINANDAINJEGOVUSUPRUGU | SOFIJU | ON28 | JUNE1914 | GAVRILOPRINCIPASSASSINATEDTHEHEIR | TOTHEAUSTRO-HUNGARIANTHRONE
File:Trg-kralja-tomislav-livno00661.JPG	drop	only 0 confident region(s)	CC BY-SA	0	0	Trg-kralja-tomislav-livno00661.JPG	
File:Sarajevo road M-a8 IMG 1166.JPG	keep		CC BY-SA	6	1	Sarajevo_road_M-a8_IMG_1166.JPG	Zenica | Tuzla | 100m | Trnovo | Foča | Mostar
File:Gospodska ulica 08.JPG	drop	only 0 confident region(s)	CC BY-SA	0	0	Gospodska_ulica_08.JPG	
File:Leipzig Square Travnik.jpg	drop	only 0 confident region(s)	CC BY-SA	0	0	Leipzig_Square_Travnik.jpg	
File:Natpis u Banjaluci.jpg	drop	only 1 confident region(s)	CC BY-SA	1	0	Natpis_u_Banjaluci.jpg	FPAA
File:Gospodska ulica 13.JPG	drop	only 1 confident region(s)	CC BY-SA	1	0	Gospodska_ulica_13.JPG	CITADELA
File:Spomenik zrtvama veleizdajnickog procesa.JPG	drop	only 0 confident region(s)	CC BY-SA	0	0	Spomenik_zrtvama_veleizdajnickog_procesa.JPG	
File:Street in Međugorje.jpg	drop	only 0 confident region(s)	CC BY	0	0	Street_in_Međugorje.jpg	
File:Kuca Jankovic Kokanovic Gunduliceva 24 24a Banja Luka.jpg	drop	only 0 confident region(s)	CC0	0	0	Kuca_Jankovic_Kokanovic_Gunduliceva_24_24a_Banja_Luka.jpg	
File:Jewish Street, Tuzla, Bosnia.jpg	drop	only 0 confident region(s)	CC BY-SA	0	0	Jewish_Street_Tuzla_Bosnia.jpg	
File:Ulica Sime Šolaje, Mrkonjić Grad.JPG	drop	only 0 confident region(s)	CC BY-SA	0	0	Ulica_Sime_Šolaje_Mrkonjić_Grad.JPG	
File:Gospodska ulica 05.JPG	drop	only 0 confident region(s)	CC BY-SA	0	0	Gospodska_ulica_05.JPG	
File:Gospodska ulica 15.JPG	drop	only 0 confident region(s)	CC BY-SA	0	0	Gospodska_ulica_15.JPG	
File:Hotel Prijedor 2.jpg	drop	only 0 confident region(s)	CC BY-SA	0	0	Hotel_Prijedor_2.jpg	
File:Objekat na uglu vojvode Putnika i Vase Pelagica nkd 078.JPG	drop	only 0 confident region(s)	CC BY-SA	0	0	Objekat_na_uglu_vojvode_Putnika_i_Vase_Pelagica_nkd_078.JPG	
File:Narrow-Gauge-Railway Bosnabahn Station-Zenica.jpg	drop	only 0 confident region(s)	PD	0	0	Narrow-Gauge-Railway_Bosnabahn_Station-Zenica.jpg	
File:Sarajevo-banner1.jpg	drop	only 0 confident region(s)	CC BY-SA	0	0	Sarajevo-banner1.jpg	
File:Trg-kralja-tomislav-livno00659.JPG	drop	only 0 confident region(s)	CC BY-SA	0	0	Trg-kralja-tomislav-livno00659.JPG	
File:Spomen ploča, samostan, Guča Gora4 101536.jpg	drop	only 1 confident region(s)	CC BY-SA	1	0	Spomen_ploča_samostan_Guča_Gora4_101536.jpg	L
File:Srebrenica banner - Potočari Memorial Center.jpg	drop	only 0 confident region(s)	PD	0	0	Srebrenica_banner_-_Potočari_Memorial_Center.jpg	
File:Trg-žrtava-ŠB03101.JPG	drop	only 1 confident region(s)	CC BY-SA	1	0	Trg-žrtava-ŠB03101.JPG	Svi
File:Visoko, Alija Izetebegović street.jpg	drop	only 0 confident region(s)	CC BY-SA	0	0	Visoko_Alija_Izetebegović_street.jpg	
File:Putokaz.jpg	keep		CC BY-SA	5	1	Putokaz.jpg	Centar | Capajebo | Sarajevo | Gradiška | Lehtap
File:Ulica rzemieślników wyrabiających miedziane naczynia - Sarajewo - 003401n.jpg	drop	flat colour (256 shades): a drawing, not a photograph	CC BY-SA	0	0	Ulica_rzemieślników_wyrabiających_miedziane_naczynia_-_Sarajewo_-_003401n.jpg	
File:Parkic Banja Luka Ulica bana Milosavljevica.jpg	drop	only 0 confident region(s)	CC0	0	0	Parkic_Banja_Luka_Ulica_bana_Milosavljevica.jpg	
File:Cafe Luft Mostar-1900.jpg	drop	only 0 confident region(s)	PD	0	0	Cafe_Luft_Mostar-1900.jpg	
File:Road bridge - panoramio (1445).jpg	drop	only 0 confident region(s)	CC BY	0	0	Road_bridge_-_panoramio_1445_.jpg	
File:Sarajevo – Bistrik station 2018 1.jpg	keep		CC BY-SA	5	1	Sarajevo_Bistrik_station_2018_1.jpg	ZGRADAZELJEZNIČKE | BISTRIKRAILWAY | STANICEBISTRIK | MCTPMK | STATION
File:Bascarsija souvenirs.jpg	drop	only 0 confident region(s)	CC BY	0	0	Bascarsija_souvenirs.jpg	
File:Znak 322.jpg	drop	only 0 confident region(s)	CC BY-SA	0	0	Znak_322.jpg	
File:Souvenirs in Baščaršija.JPG	drop	only 0 confident region(s)	CC BY-SA	0	0	Souvenirs_in_Baščaršija.JPG	
File:Tabla Karanovac.jpg	drop	only 0 confident region(s)	CC BY-SA	0	0	Tabla_Karanovac.jpg	
File:Trg-kralja-tomislav-livno00665.JPG	drop	only 0 confident region(s)	CC BY-SA	0	0	Trg-kralja-tomislav-livno00665.JPG	
File:Putokaz za Kastel.jpg	keep		CC BY-SA	2	0	Putokaz_za_Kastel.jpg	FortressKastel | DIG
File:Streets in Mostar 003.jpg	drop	only 0 confident region(s)	CC BY-SA	0	0	Streets_in_Mostar_003.jpg	
File:Spanish square 08033.JPG	drop	only 0 confident region(s)	CC BY-SA	0	0	Spanish_square_08033.JPG	
File:EKTRGK.jpg	drop	only 0 confident region(s)	CC BY-SA	0	0	EKTRGK.jpg	
File:Tuzla - Ulica Turalibegova - n18 (2019).jpg	keep		CC BY-SA	2	0	Tuzla_-_Ulica_Turalibegova_-_n18_2019_.jpg	18 | Turalibegova
File:Ulica S. Radića-Vitez09342.JPG	drop	only 1 confident region(s)	CC BY-SA	1	0	Ulica_S._Radića-Vitez09342.JPG	40
File:Entrance to Bosnia and Herzegovina at Brod.jpg	keep		CC BY-SA	3	2	Entrance_to_Bosnia_and_Herzegovina_at_Brod.jpg	HERCEGOVINU | BROĐ | BROĐ
File:Tuzla - Ulica Trgovačka (2019).jpg	keep		CC BY-SA	2	0	Tuzla_-_Ulica_Trgovačka_2019_.jpg	ABNC | Doner
File:Trg-žrtava01872.JPG	drop	only 0 confident region(s)	CC BY-SA	0	0	Trg-žrtava01872.JPG	
File:Eyof 2019 sign.jpg	keep		CC BY-SA	10	1	Eyof_2019_sign.jpg	Jahorina | EYOF2019 | Jaxopnha | Dvorišta | 2019 | 0I.dvoranaJA.Samaranch | EYOE2019 | Skenderija | EYOF2019 | centrotrans
File:A plaque dedicated to British and Serbian cooperation, Banja Luka.jpg	keep		CC BY-SA	13	0	A_plaque_dedicated_to_British_and_Serbian_cooperation_Banja_Luka.jpg	IN | 2007 | HA | COMMEMORATION | MIITARY | BOSNIA | PERSONNEL | SERVED | HERZEGOVINA | 1992 | BOJCKE | 1992 | 2007
File:Sarajevo EP-Gas-Station Bulevar-Mese-Selimovica 2011-11-04 (2).jpg	drop	no region with 3+ letters	CC BY-SA	2	0	Sarajevo_EP-Gas-Station_Bulevar-Mese-Selimovica_2011-11-04_2_.jpg	EP | EP
File:Slovenian Consulate General in Banja Luka, plaque.jpg	drop	only 0 confident region(s)	CC BY-SA	0	0	Slovenian_Consulate_General_in_Banja_Luka_plaque.jpg	
File:Gospodska ulica 20.JPG	drop	only 1 confident region(s)	CC BY-SA	1	0	Gospodska_ulica_20.JPG	ALDO
File:Plaque en émail.jpg	drop	only 1 confident region(s)	CC BY-SA	1	1	Plaque_en_émail.jpg	paŽnia
File:WV banner Visegrad panorama.jpg	drop	only 0 confident region(s)	CC0	0	0	WV_banner_Visegrad_panorama.jpg	
File:Tenues traditionnelles bosniaques vendues dans le quartier de Baščaršija.jpg	drop	only 1 confident region(s)	CC BY-SA	1	0	Tenues_traditionnelles_bosniaques_vendues_dans_le_quartier_de_Baščaršija.jpg	MADE
File:Gospodska ulica 26.JPG	drop	only 0 confident region(s)	CC BY-SA	0	0	Gospodska_ulica_26.JPG	
File:Razglednica puta Banjaluka-Jajce.png	drop	only 0 confident region(s)	PD	0	0	Razglednica_puta_Banjaluka-Jajce.png	
File:Spanish square 08037.JPG	drop	only 0 confident region(s)	CC BY-SA	0	0	Spanish_square_08037.JPG	
File:Gospodskaa ulica.jpg	drop	only 1 confident region(s)	CC BY	1	0	Gospodskaa_ulica.jpg	2
File:Trg-kralja-tomislav-livno00687.JPG	drop	only 1 confident region(s)	CC BY-SA	1	0	Trg-kralja-tomislav-livno00687.JPG	Re
File:Mostar Street 6.jpg	drop	only 0 confident region(s)	CC BY-SA	0	0	Mostar_Street_6.jpg	
File:War Memorial in Kučine, BiH, 2024.jpg	keep		CC0	6	5	War_Memorial_in_Kučine_BiH_2024.jpg	Zuboviči | Pesteci | Ljukovćo | Gunjevići | Kućino | Muhovaća
File:Ilidža - kružni tok saobraćaja.jpg	drop	only 0 confident region(s)	CC BY-SA	0	0	Ilidža_-_kružni_tok_saobraćaja.jpg	
File:Šesta krajiška brigada na putu za Bosansku krajinu prolazi kroz Travnik, 17. IV. 1945.jpg	drop	flat colour (236 shades): a drawing, not a photograph	CC0	0	0	Šesta_krajiška_brigada_na_putu_za_Bosansku_krajinu_prolazi_kroz_Travnik_17._IV._1945.jpg	
File:Bosnia and Herzegovina Railroad Crossbuck.png	drop	flat colour (1106 shades): a drawing, not a photograph	CC BY-SA	0	0	Bosnia_and_Herzegovina_Railroad_Crossbuck.png	
File:Editing Wikipedia Workshop in Visegrad - 78.JPG	keep		CC BY-SA	9	4	Editing_Wikipedia_Workshop_in_Visegrad_-_78.JPG	GODINAZAISKRILAPLEMENITA | MISAO | IZNJEJEPONIKAORaSADNIKPISMENOSTI | 1 | MISAO | SVAKOLIKOJINEIZBJEŽNOJ | BIO JEIIVO | ANDRIĆ | SSRNOPŠTINEVIŠEGRAD
File:Gospodska ulica 01.JPG	drop	only 0 confident region(s)	CC BY-SA	0	0	Gospodska_ulica_01.JPG	
File:NKD 013 gospodska ulica banja luka (2).jpg	drop	only 0 confident region(s)	CC BY-SA	0	0	NKD_013_gospodska_ulica_banja_luka_2_.jpg	
File:Welcomesign in Brod Republika Srpska.jpg	keep		PD	2	0	Welcomesign_in_Brod_Republika_Srpska.jpg	WELCOME | TOREPUBLICOF SRPSKA
File:Tuzla - Ulica Turalibegova (2019).jpg	drop	only 1 confident region(s)	CC BY-SA	1	0	Tuzla_-_Ulica_Turalibegova_2019_.jpg	det
File:Putokaz2.jpg	drop	only 0 confident region(s)	CC BY-SA	0	0	Putokaz2.jpg	
File:Travnik banner.jpg	drop	only 0 confident region(s)	CC BY-SA	0	0	Travnik_banner.jpg	
File:Ploča, Most FT, Čapljina 2056.jpg	keep		CC BY-SA	4	1	Ploča_Most_FT_Čapljina_2056.jpg	DR | FRANIE | TUDMANA | ČAPLIINAL
File:Artisan at Work through Shop Window - Sarajevo - Bosnia and Herzegovina.jpg	drop	only 0 confident region(s)	CC BY-SA	0	0	Artisan_at_Work_through_Shop_Window_-_Sarajevo_-_Bosnia_and_Herzegovina.jpg	
File:Mostar street.jpg	drop	only 0 confident region(s)	CC BY-SA	0	0	Mostar_street-2.jpg	
File:Mis Irbina Street in Sarajevo 01.jpg	keep		CC BY-SA	5	0	Mis_Irbina_Street_in_Sarajevo_01.jpg	ULICA | MIS | IRBINA | [200 | 1/12
File:Earthquake memorial (broken clock) and Dragicevic heart, Trg Kraijna, Banja Luka.jpg	keep		CC BY-SA	3	0	Earthquake_memorial_broken_clock_and_Dragicevic_heart_Trg_Kraijna_Banja_Luka.jpg	OFFICE | 1969 | 27X
File:Minefield sign (3886691367).jpg	keep		CC BY	2	0	Minefield_sign_3886691367_.jpg	JEovog | unicef
File:Trg-kralja-tomislav-livno00657.JPG	drop	only 0 confident region(s)	CC BY-SA	0	0	Trg-kralja-tomislav-livno00657.JPG	
File:Street in Bihać.jpg	keep		CC BY-SA	2	0	Street_in_Bihać.jpg	UnicreditBank | europaprer-
File:Mostar-touriststreet-2001.jpg	drop	only 0 confident region(s)	CC BY-SA	0	0	Mostar-touriststreet-2001.jpg	
File:Sarajevo Trolleybus-4413 2011-11-05.jpg	drop	only 0 confident region(s)	CC BY-SA	0	0	Sarajevo_Trolleybus-4413_2011-11-05.jpg	
File:Streets in Jajce 001.jpg	drop	only 0 confident region(s)	CC BY	0	0	Streets_in_Jajce_001.jpg	
File:Tuzla - Train station 13 (2019).jpg	keep		CC BY-SA	12	0	Tuzla_-_Train_station_13_2019_.jpg	IZ | voz | TUZLA | vozovA | U | TUZLU | 6505 | 2109 | 6607 | TUZLA | vozovA | TUZLE
File:Red Cross center in Tuzla - Plaques (2019).jpg	keep		CC BY-SA	10	9	Red_Cross_center_in_Tuzla_-_Plaques_2019_.jpg	DRUŠTVOCRVENOGKRIŽA/KRSTABIH | CRVENIKRIŽFEDERACIJEBIH | CRVENIKRIŽTK | CRVENIKRIŽIKRSTGRADATUZLA | CENTARZANjEGu | POMOĆuKUĆI | ŠvicarskiCrvenikriž | SchweizerischesRotesKreuz | SwissRedCross | GRADA
File:Ljudi uz spomenik sv. Franje. Guča Gora 101119.jpg	drop	only 0 confident region(s)	CC BY-SA	0	0	Ljudi_uz_spomenik_sv._Franje._Guča_Gora_101119.jpg	
File:Gospodska ulica 33.JPG	drop	only 0 confident region(s)	CC BY-SA	0	0	Gospodska_ulica_33.JPG	
File:Gospodska ulica 10.JPG	drop	only 1 confident region(s)	CC BY-SA	1	0	Gospodska_ulica_10.JPG	g
File:Mostar Street 3.jpg	drop	only 0 confident region(s)	CC BY-SA	0	0	Mostar_Street_3.jpg	
File:Ulica u Novom Naselju, Mrkonjić Grad (2).JPG	drop	only 0 confident region(s)	CC BY-SA	0	0	Ulica_u_Novom_Naselju_Mrkonjić_Grad_2_.JPG	
File:Shopping centre in Konjic town.jpg	keep		CC0	4	0	Shopping_centre_in_Konjic_town.jpg	3 | 3 | caffebarBAR | centa
File:EntrancetoTravnik.JPG	drop	only 0 confident region(s)	CC BY-SA	0	0	EntrancetoTravnik.JPG	
File:Zenica - square.jpg	drop	only 0 confident region(s)	CC BY-SA	0	0	Zenica_-_square.jpg	
File:Trg-kralja-tomislav-livno00658.JPG	drop	only 1 confident region(s)	CC BY-SA	1	0	Trg-kralja-tomislav-livno00658.JPG	Daaria
File:WV banner NE Bosnia Tuzla old town.jpg	drop	only 0 confident region(s)	CC0	0	0	WV_banner_NE_Bosnia_Tuzla_old_town.jpg	
File:Ulica Stjepana Radića-Vitez09339.JPG	drop	only 1 confident region(s)	CC BY-SA	1	0	Ulica_Stjepana_Radića-Vitez09339.JPG	STJEPANA
File:Kraljeva Sutjeska̞ banner.jpg	drop	only 0 confident region(s)	CC BY-SA	0	0	Kraljeva_Sutjeska_banner.jpg	
File:Gospodska ulica 28.JPG	drop	only 0 confident region(s)	CC BY-SA	0	0	Gospodska_ulica_28.JPG	
File:Mostar Street 5.jpg	drop	only 0 confident region(s)	CC BY-SA	0	0	Mostar_Street_5.jpg	
File:Tuzla - Abandoned boat in a street (2019).jpg	drop	only 0 confident region(s)	CC BY-SA	0	0	Tuzla_-_Abandoned_boat_in_a_street_2019_.jpg	
File:Main Square, Prijedor.jpg	drop	only 0 confident region(s)	CC0	0	0	Main_Square_Prijedor.jpg	
File:Novi trg Bihac (cropped).jpg	drop	only 0 confident region(s)	CC BY	0	0	Novi_trg_Bihac_cropped_.jpg	
File:Gospodska ulica 19.JPG	drop	only 0 confident region(s)	CC BY-SA	0	0	Gospodska_ulica_19.JPG	
File:WV banner Central Bosnia Gornja Vrućica village.jpg	drop	only 0 confident region(s)	CC0	0	0	WV_banner_Central_Bosnia_Gornja_Vrućica_village.jpg	
File:Sarajevo west IMG 1171 hwy M-19 Braca Mujic gas station.JPG	keep		CC BY-SA	3	0	Sarajevo_west_IMG_1171_hwy_M-19_Braca_Mujic_gas_station.JPG	BM | BM | BRAGA
File:Trg hrvatskih vitezova01795.JPG	keep		CC BY-SA	5	1	Trg_hrvatskih_vitezova01795.JPG	Bugojno | Sarajevo | Sipovo | MrkonjićGrad | BanjaLuka
File:Cyrillic scratched out on a road sign in Bosnia.jpg	keep		CC BY-SA	4	0	Cyrillic_scratched_out_on_a_road_sign_in_Bosnia.jpg	Dubrovnik | Opuzen | Neum | Svitava
File:Gospodska ulica 30.JPG	drop	only 0 confident region(s)	CC BY-SA	0	0	Gospodska_ulica_30.JPG	
File:Ravnogorska ulica Banja Luka.jpg	drop	only 0 confident region(s)	CC0	0	0	Ravnogorska_ulica_Banja_Luka.jpg	
File:Spomenik poginulim policajcima Banja Luka.jpg	drop	only 0 confident region(s)	CC BY-SA	0	0	Spomenik_poginulim_policajcima_Banja_Luka.jpg	
File:Tuzla - Trg slobode.JPG	drop	only 0 confident region(s)	CC BY-SA	0	0	Tuzla_-_Trg_slobode.JPG	
File:Ulica Stjepana Radića-Vitez09338.JPG	drop	only 0 confident region(s)	CC BY-SA	0	0	Ulica_Stjepana_Radića-Vitez09338.JPG	
File:Golubić ulica.jpg	drop	only 0 confident region(s)	CC BY-SA	0	0	Golubić_ulica.jpg	
File:Spanish square 08036.JPG	drop	only 1 confident region(s)	CC BY-SA	1	0	Spanish_square_08036.JPG	PROJEKTREHABILITACIJE
File:Street in Mostar 02.jpg	drop	only 0 confident region(s)	CC BY-SA	0	0	Street_in_Mostar_02.jpg	
File:NKD 013 gospodska ulica banja luka (3).jpg	drop	only 0 confident region(s)	CC BY-SA	0	0	NKD_013_gospodska_ulica_banja_luka_3_.jpg	
File:Baščaršija (6086230081).jpg	drop	only 0 confident region(s)	CC BY	0	0	Baščaršija_6086230081_.jpg	
File:Streets in Mostar 001.jpg	keep		CC BY-SA	2	0	Streets_in_Mostar_001.jpg	MAJICE | T-SHIRTS
File:Hamam Museum, Mostar (29771886881).jpg	drop	only 0 confident region(s)	CC BY	0	0	Hamam_Museum_Mostar_29771886881_.jpg	
File:Radićeva Street, Sarajevo, 2023.01.29.jpg	drop	only 0 confident region(s)	CC BY-SA	0	0	Radićeva_Street_Sarajevo_2023.01.29.jpg	
